idDip,urlPerf,fullName,apellido,nombre,estado,bloque,provincia,afirmativos,negativos,abstenciones,ausencias,presidencias
A4529,https://votaciones.hcdn.gob.ar/diputado/604,"ACUÑA KUNZ, Juan Erwin",ACUÑA KUNZ, Juan Erwin,-,Unión Cívica Radical,Santa Cruz,387,162,23,260,-
G61,https://votaciones.hcdn.gob.ar/diputado/1245,"ADAIME, Felipe Teófilo",ADAIME, Felipe Teófilo,-,A.R.I,Buenos Aires,56,67,3,85,-
A4662,https://votaciones.hcdn.gob.ar/diputado/213,"AGOSTO, Walter Alfredo",AGOSTO, Walter Alfredo,-,Peronismo Federal,Santa Fe,168,45,12,141,-
A4491,https://votaciones.hcdn.gob.ar/diputado/60,"AGUAD, Oscar Raúl",AGUAD, Oscar Raúl,-,Unión Cívica Radical,Córdoba,395,269,66,610,1
G126,https://votaciones.hcdn.gob.ar/diputado/1310,"AGUADO, Jorge Ruben",AGUADO, Jorge Ruben,-,Unión Centro Democrático,Capital Federal,8,3,-,3,-
A4285,https://votaciones.hcdn.gob.ar/diputado/605,"AGUERO, Elda Susana",AGUERO, Elda Susana,-,Frente para la Victoria - PJ,Buenos Aires,564,38,18,159,-
A50748,https://votaciones.hcdn.gob.ar/diputado/223,"AGUILAR, Lino Walter",AGUILAR, Lino Walter,-,Compromiso Federal,San Luis,126,64,26,193,-
A4608,https://votaciones.hcdn.gob.ar/diputado/472,"AGUIRRE, Hilda Clelia",AGUIRRE, Hilda Clelia,En actividad,Frente de Todos,La Rioja,240,28,7,118,-
G356,https://votaciones.hcdn.gob.ar/diputado/1543,"AGUIRRE, Orlando Raul",AGUIRRE, Orlando Raul,-,Justicialista,Formosa,22,4,1,9,-
G62,https://votaciones.hcdn.gob.ar/diputado/1246,"AGUNDEZ, Jorge Alfreso",AGUNDEZ, Jorge Alfreso,-,A.R.I,Buenos Aires,5,2,-,7,-
A51069,https://votaciones.hcdn.gob.ar/diputado/1645,"AICEGA, Juan",AICEGA, Juan,En actividad,PRO,Buenos Aires,140,91,-,9,-
G63,https://votaciones.hcdn.gob.ar/diputado/1247,"ALABI, Ernesto",ALABI, Ernesto,-,A.R.I,Buenos Aires,5,1,-,8,-
A3451,https://votaciones.hcdn.gob.ar/diputado/606,"ALARCIA, Martha Carmen",ALARCIA, Martha Carmen,-,Justicialista,Córdoba,84,61,2,118,-
A2096,https://votaciones.hcdn.gob.ar/diputado/607,"ALARCON, María del Carmen",ALARCON, María del Carmen,-,Movimiento Pampa Sur,Santa Fe,304,78,36,445,-
G127,https://votaciones.hcdn.gob.ar/diputado/1311,"ALBAMONTE, Alberto Gustavo",ALBAMONTE, Alberto Gustavo,-,U. Ce. De.,Capital Federal,69,13,4,25,-
A50775,https://votaciones.hcdn.gob.ar/diputado/177,"ALBARRACIN, Jorge Luis",ALBARRACIN, Jorge Luis,-,Unión Cívica Radical,Mendoza,226,126,11,128,-
G64,https://votaciones.hcdn.gob.ar/diputado/1248,"ALBERTI, Juan Carlos",ALBERTI, Juan Carlos,-,A.R.I,Buenos Aires,36,19,3,53,-
A51010,https://votaciones.hcdn.gob.ar/diputado/570,"ALBORNOZ, Gabriela Romina",ALBORNOZ, Gabriela Romina,-,Unión Cívica Radical,Jujuy,258,38,1,10,-
A4743,https://votaciones.hcdn.gob.ar/diputado/36,"ALBRIEU, Oscar Edmundo Nicolas",ALBRIEU, Oscar Edmundo Nicolas,-,Frente para la Victoria - PJ,Rio Negro,285,19,2,19,-
A1429,https://votaciones.hcdn.gob.ar/diputado/609,"ALBRISI, César Alfredo",ALBRISI, César Alfredo,-,Peronismo Federal,Córdoba,130,100,12,144,-
G15,https://votaciones.hcdn.gob.ar/diputado/1199,"ALCALA, Nestor Ricardo",ALCALA, Nestor Ricardo,-,Justicialista,La Pampa,75,17,1,18,-
A2515,https://votaciones.hcdn.gob.ar/diputado/610,"ALCHOURON, Guillermo Eduardo",ALCHOURON, Guillermo Eduardo,-,Acción por la República,Buenos Aires,255,171,40,397,-
A4637,https://votaciones.hcdn.gob.ar/diputado/39,"ALCUAZ, Horacio Alberto",ALCUAZ, Horacio Alberto,-,GEN,Buenos Aires,166,105,9,86,-
A51254,https://votaciones.hcdn.gob.ar/diputado/1824,"ALDERETE, Juan Carlos",ALDERETE, Juan Carlos,En actividad,Frente de Todos,Buenos Aires,27,-,-,-,-
A50782,https://votaciones.hcdn.gob.ar/diputado/64,"ALEGRE, Gilberto Oscar",ALEGRE, Gilberto Oscar,-,Federal Unidos por una Nueva Argentina,Buenos Aires,301,38,28,124,-
G65,https://votaciones.hcdn.gob.ar/diputado/1249,"ALENDE, Oscar Eduardo",ALENDE, Oscar Eduardo,-,A.R.I,Buenos Aires,7,3,1,134,-
A2092,https://votaciones.hcdn.gob.ar/diputado/611,"ALESANDRI, Carlos Tomas",ALESANDRI, Carlos Tomas,-,Justicialista,Córdoba,50,42,1,72,-
A80,https://votaciones.hcdn.gob.ar/diputado/612,"ALESSANDRO, Dario Pedro",ALESSANDRO, Dario Pedro,-,FREPASO,C.A.B.A.,159,62,16,28,-
A4591,https://votaciones.hcdn.gob.ar/diputado/233,"ALFARO, Germán Enrique",ALFARO, Germán Enrique,-,Frente para la Victoria - PJ,Tucumán,237,29,2,89,-
A4775,https://votaciones.hcdn.gob.ar/diputado/77,"ALFONSÍN, Ricardo",ALFONSÍN, Ricardo,-,Unión Cívica Radical,Buenos Aires,358,144,14,300,-
G66,https://votaciones.hcdn.gob.ar/diputado/1250,"ALGABA, Ernesto Pedro",ALGABA, Ernesto Pedro,-,A.R.I,Buenos Aires,34,54,5,18,-
A4828,https://votaciones.hcdn.gob.ar/diputado/43,"ALIZEGUI, Antonio Aníbal",ALIZEGUI, Antonio Aníbal,-,Frente para la Victoria - PJ,Entre Ríos,66,20,2,12,-
A2889,https://votaciones.hcdn.gob.ar/diputado/613,"ALLENDE, Alfredo Estanislao",ALLENDE, Alfredo Estanislao,-,Frente del Movimiento Popular,Buenos Aires,101,53,1,110,-
A51078,https://votaciones.hcdn.gob.ar/diputado/1653,"ALLENDE, Walberto Enrique",ALLENDE, Walberto Enrique,En actividad,Frente de Todos,San Juan,189,14,4,33,-
A3786,https://votaciones.hcdn.gob.ar/diputado/614,"ALLENDE IRIARTE, Alberto",ALLENDE IRIARTE, Alberto,-,Partido Demócrata por la Capital Federal,C.A.B.A.,14,12,1,15,-
A4315,https://votaciones.hcdn.gob.ar/diputado/38,"ALONSO, Gumersindo Federico",ALONSO, Gumersindo Federico,-,Frente Cívico - Córdoba,Córdoba,500,90,22,411,-
A51002,https://votaciones.hcdn.gob.ar/diputado/90,"ALONSO, Horacio Fernando",ALONSO, Horacio Fernando,-,Federal Unidos por una Nueva Argentina,Buenos Aires,280,12,1,14,-
A4732,https://votaciones.hcdn.gob.ar/diputado/552,"ALONSO, Laura",ALONSO, Laura,-,Unión PRO,C.A.B.A.,146,127,9,227,-
